match_id,path,time_index,seconds_after_context,seeds,any_clipped_seed_count,decoded_context_changed_seed_count,view0_extreme_contrast,allviews_extreme_contrast,view0_nontarget_role_rms,spearman_finite_seed_mean,spearman_defined_seed_count,slope_finite_seed_mean,slope_defined_seed_count,positive_adjacent_fraction_finite_seed_mean,positive_adjacent_fraction_defined_seed_count,nondecreasing_nonzero_seed_fraction,inconsistent_duplicate_seed_count,view0_contrast_minus_random_norm,view0_contrast_minus_wrong_variable_ball_x
2026-05-10T23-26-14Z-67db4f,probe_linear,2,0.3,2,2,0,1.908447265625,-0.12598419189453125,0.005719770880795966,0.15789473684210525,2,0.002316897140054624,2,0.6666666666666666,2,0.5,0,1.14508056640625,2.0992889404296875
2026-05-10T23-26-14Z-67db4f,probe_linear,3,0.4,2,2,0,2.654754638671875,0.6888332366943359,0.010165756545851643,0.1578947368421052,2,0.0021044692800441947,2,0.6666666666666666,2,0.0,0,1.6477127075195312,-0.9490737915039062
2026-05-14T03-11-22Z-090bf8,probe_linear,0,0.1,2,1,0,1.0981941223144531,-0.09628772735595703,0.004363709807883056,0.19999999999999998,2,0.0006324783085715675,2,0.5,2,0.0,0,-0.048587799072265625,2.2432594299316406
2026-05-14T03-11-22Z-090bf8,probe_linear,1,0.2,2,1,0,-1.1342086791992188,-2.460268974304199,0.004496033418606741,-0.3,2,-0.0009033698727896538,2,0.5,2,0.0,0,-2.4901466369628906,0.3205299377441406
2026-05-14T03-11-22Z-090bf8,probe_linear,2,0.3,2,1,0,0.14398574829101562,-0.23163223266601562,0.007360096619581449,-0.10129891760425772,2,-0.00048391867246730716,2,0.625,2,0.0,0,0.7633819580078125,-3.046661376953125
2026-05-14T03-11-22Z-090bf8,probe_linear,3,0.4,2,1,0,-3.103137969970703,-0.8243513107299805,0.0075262174843030785,-0.44999999999999996,2,-0.0012405678660447038,2,0.25,2,0.0,0,-3.5477352142333984,-2.283660888671875
2026-05-14T22-34-33Z-a2015e,probe_linear,0,0.1,2,2,0,-1.4330215454101562,1.0244998931884766,0.004297179697407431,-0.7473684210526316,2,-0.001814295811037888,2,0.41666666666666663,2,0.0,0,-1.7192764282226562,-1.9569740295410156
2026-05-14T22-34-33Z-a2015e,probe_linear,1,0.2,2,2,0,0.5976600646972656,1.2467679977416992,0.005045191667547487,-0.05789473684210522,2,0.0007805634072327178,2,0.5833333333333333,2,0.0,0,-0.47540283203125,1.8867034912109375
2026-05-14T22-34-33Z-a2015e,probe_linear,2,0.3,2,2,0,-0.28797149658203125,1.1565628051757812,0.005098485227524523,0.3407726018147841,2,0.0005745694712736249,2,0.41666666666666663,2,0.0,0,0.093719482421875,-0.38851165771484375
2026-05-14T22-34-33Z-a2015e,probe_linear,3,0.4,2,2,0,-0.7199172973632812,0.4306774139404297,0.006523892510860952,0.2973684210526316,2,-0.00034961207636475134,2,0.5833333333333333,2,0.0,0,-1.3393173217773438,-1.33929443359375
