record_id,path,requested_dose,effective_dose,actual_internal_height_probe_delta,linear_probe_delivery_fraction,relative_descriptor_mismatch,actual_to_requested_raw_norm,descriptor_delta_cosine
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_probe_linear_dose-600,probe_linear,-600.0,-284.6904997860074,-280.02869779440664,0.9836250173605902,0.043756657773474324,1.032920814873058,0.9991501930168082
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_quadratic_forward_dose+300,quadratic_forward,300.0,300.0,166.87157726222586,,0.03681971357168309,1.0178767472653467,0.9994130272444395
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_quadratic_forward_dose+600,quadratic_forward,600.0,600.0,319.06448885974805,,0.020120259003841685,1.010056628730984,0.9997985036356457
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_quadratic_forward_dose-300,quadratic_forward,-300.0,-284.6904997860074,-174.87977179241136,,0.02954482320339206,1.0167531712436098,0.9995768324943201
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_quadratic_forward_dose-600,quadratic_forward,-600.0,-284.6904997860074,-174.87977179241136,,0.02954482320339206,1.0167531712436098,0.9995768324943201
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_random_norm_dose+300,random_norm,300.0,300.0,2.272104671143154,,0.02749382526918591,1.021354347577885,0.9996312246594551
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_random_norm_dose+600,random_norm,600.0,600.0,4.325341158759784,,0.01665485457821973,1.0078819382039184,0.9998614667494566
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_random_norm_dose-300,random_norm,-300.0,-284.6904997860074,-2.7606898012206784,,0.022940704149603797,1.0153245579164059,0.9997395557833264
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_random_norm_dose-600,random_norm,-600.0,-284.6904997860074,-2.7606898012206784,,0.022940704149603797,1.0153245579164059,0.9997395557833264
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_wrong_variable_ball_x_dose+300,wrong_variable_ball_x,300.0,300.0,15.341187629919432,,0.028210183222231976,1.022372405788065,0.9996084715707294
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_wrong_variable_ball_x_dose+600,wrong_variable_ball_x,600.0,600.0,28.353325708403133,,0.016169331039991755,1.0075576118501475,0.9998698593662132
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_wrong_variable_ball_x_dose-300,wrong_variable_ball_x,-300.0,-284.6904997860074,-19.129955559295695,,0.02306872450163732,1.0157475621019614,0.999736043771349
2026-05-10T23-26-14Z-67db4f_clip01_seed2026090702_wrong_variable_ball_x_dose-600,wrong_variable_ball_x,-600.0,-284.6904997860074,-19.129955559295695,,0.02306872450163732,1.0157475621019614,0.999736043771349
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_affine_forward_dose+300,affine_forward,300.0,300.0,156.34611965368185,,0.03698124317572454,1.0211559145487477,0.9993940544663343
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_affine_forward_dose+600,affine_forward,600.0,600.0,314.71471512157814,,0.022816437553682477,1.0079016816823052,0.99974504848998
2026-05-14T03-11-22Z-090bf8_clip00_seed2026090701_affine_forward_dose-300,affine_forward,-300.0,-300.0,-156.32059794772397,,0.037056934636506264,1.021016989238479,0.9993933000392838
